time,rho
0,0.5076333333333334
100,0.48513333333333336
200,0.44716666666666666
300,0.40634444444444445
400,0.3648777777777778
500,0.3259666666666667
600,0.2927111111111111
700,0.26293333333333335
800,0.23623333333333332
900,0.21331111111111112
1000,0.19245555555555555
1100,0.17585555555555554
1200,0.16111111111111112
1300,0.15015555555555554
1400,0.13897777777777778
1500,0.12911111111111112
1600,0.12133333333333333
1700,0.11445555555555556
1800,0.10982222222222222
1900,0.1058111111111111
2000,0.10258888888888888
2100,0.10078888888888889
2200,0.09872222222222223
2300,0.09612222222222222
2400,0.0944
2500,0.09256666666666667
2600,0.09008888888888889
2700,0.08911111111111111
2800,0.08758888888888888
2900,0.08656666666666667
3000,0.0863
3100,0.08614444444444444
3200,0.08604444444444445
3300,0.0867
3400,0.08632222222222222
3500,0.0859111111111111
3600,0.08596666666666666
3700,0.08657777777777778
3800,0.08753333333333334
3900,0.08766666666666667
4000,0.08783333333333333
4100,0.08771111111111111
4200,0.08767777777777777
4300,0.08687777777777778
4400,0.08638888888888889
4500,0.08686666666666666
4600,0.0864
4700,0.0865888888888889
4800,0.08598888888888889
4900,0.08593333333333333
5000,0.08544444444444445
5100,0.08492222222222222
5200,0.08548888888888889
5300,0.08496666666666666
5400,0.08387777777777777
5500,0.08295555555555556
5600,0.08244444444444445
5700,0.082
5800,0.0825111111111111
5900,0.08295555555555556
6000,0.08254444444444445
6100,0.08247777777777777
6200,0.08191111111111112
6300,0.08117777777777778
6400,0.07933333333333334
6500,0.07884444444444444
6600,0.07813333333333333
6700,0.07796666666666667
6800,0.07682222222222222
6900,0.07632222222222222
7000,0.07631111111111111
7100,0.07634444444444445
7200,0.07697777777777778
7300,0.07576666666666666
7400,0.07541111111111111
7500,0.07504444444444444
7600,0.07495555555555555
7700,0.07463333333333333
7800,0.07406666666666667
7900,0.0734
8000,0.07267777777777777
8100,0.0729888888888889
8200,0.07346666666666667
8300,0.07243333333333334
8400,0.07156666666666667
8500,0.07151111111111111
8600,0.07081111111111112
8700,0.07033333333333333
8800,0.07063333333333334
8900,0.06983333333333333
9000,0.06902222222222222
9100,0.06868888888888888
9200,0.0674
9300,0.06742222222222222
9400,0.06761111111111111
9500,0.06738888888888889
9600,0.067
9700,0.06685555555555556
9800,0.06624444444444444
9900,0.06642222222222222
10000,0.06692222222222222
10100,0.06646666666666666
10200,0.06546666666666667
10300,0.065
10400,0.06463333333333333
10500,0.06421111111111111
10600,0.06446666666666667
10700,0.06347777777777777
10800,0.06362222222222222
