time,rho
0,0.4466222222222222
100,0.39653333333333335
200,0.34786666666666666
300,0.30466666666666664
400,0.274
500,0.24022222222222223
600,0.2116888888888889
700,0.19204444444444443
800,0.17422222222222222
900,0.15697777777777777
1000,0.14733333333333334
1100,0.13733333333333334
1200,0.13013333333333332
1300,0.12115555555555556
1400,0.11573333333333333
1500,0.11213333333333333
1600,0.10622222222222222
1700,0.104
1800,0.09937777777777777
1900,0.09653333333333333
2000,0.09262222222222222
2100,0.08977777777777778
2200,0.08808888888888888
2300,0.08568888888888888
2400,0.084
2500,0.08462222222222222
2600,0.08324444444444444
2700,0.08266666666666667
2800,0.08204444444444445
2900,0.08155555555555556
3000,0.08017777777777778
3100,0.07915555555555556
3200,0.07893333333333333
3300,0.0768
3400,0.07831111111111111
3500,0.07804444444444444
3600,0.07853333333333333
3700,0.07693333333333334
3800,0.07462222222222223
3900,0.07333333333333333
4000,0.07031111111111112
4100,0.07004444444444445
4200,0.06902222222222222
4300,0.06884444444444444
4400,0.06911111111111111
4500,0.06813333333333334
4600,0.06857777777777778
4700,0.06871111111111111
4800,0.06711111111111111
4900,0.06728888888888888
5000,0.06648888888888889
5100,0.06617777777777778
5200,0.0656888888888889
5300,0.06506666666666666
5400,0.06502222222222222
5500,0.06177777777777778
5600,0.06013333333333333
5700,0.05951111111111111
5800,0.06062222222222222
5900,0.06035555555555556
6000,0.060311111111111114
6100,0.06137777777777778
6200,0.06088888888888889
6300,0.06088888888888889
6400,0.05791111111111111
6500,0.05671111111111111
6600,0.0572
6700,0.0564
6800,0.05742222222222222
6900,0.05697777777777778
7000,0.05528888888888889
7100,0.054533333333333336
7200,0.05386666666666667
7300,0.05368888888888889
7400,0.0532
7500,0.0524
7600,0.0512
7700,0.05093333333333333
7800,0.050888888888888886
7900,0.049911111111111114
8000,0.049777777777777775
8100,0.05106666666666667
8200,0.052222222222222225
8300,0.05213333333333333
8400,0.051111111111111114
8500,0.04973333333333333
8600,0.04848888888888889
8700,0.04768888888888889
8800,0.04644444444444444
8900,0.04671111111111111
9000,0.0456
9100,0.045288888888888885
9200,0.0444
9300,0.044222222222222225
9400,0.044977777777777776
9500,0.0444
9600,0.043555555555555556
9700,0.04502222222222222
9800,0.04346666666666667
9900,0.042444444444444444
10000,0.042444444444444444
10100,0.042666666666666665
10200,0.04164444444444444
10300,0.0404
10400,0.04137777777777778
10500,0.0412
10600,0.040577777777777775
10700,0.04048888888888889
10800,0.039733333333333336
10900,0.03951111111111111
11000,0.03955555555555555
11100,0.03942222222222222
11200,0.0412
11300,0.04226666666666667
11400,0.04257777777777778
11500,0.044533333333333334
11600,0.04413333333333333
11700,0.04466666666666667
11800,0.04644444444444444
11900,0.04582222222222222
12000,0.046
12100,0.04577777777777778
12200,0.044311111111111114
12300,0.04448888888888889
12400,0.04511111111111111
12500,0.04382222222222222
12600,0.044977777777777776
12700,0.04697777777777778
12800,0.04613333333333333
12900,0.043555555555555556
13000,0.04186666666666667
13100,0.042666666666666665
13200,0.041911111111111114
13300,0.04257777777777778
13400,0.041911111111111114
13500,0.04253333333333333
13600,0.04257777777777778
13700,0.04262222222222222
13800,0.04248888888888889
13900,0.043866666666666665
14000,0.041911111111111114
14100,0.04097777777777778
14200,0.03933333333333333
14300,0.040355555555555554
14400,0.03857777777777778
14500,0.03782222222222222
14600,0.03551111111111111
14700,0.034888888888888886
14800,0.03613333333333334
14900,0.036
15000,0.03724444444444444
15100,0.037644444444444446
15200,0.036977777777777776
15300,0.036088888888888886
15400,0.03546666666666667
15500,0.035022222222222225
15600,0.035555555555555556
15700,0.03484444444444444
15800,0.035866666666666665
15900,0.035555555555555556
16000,0.0344
16100,0.033155555555555556
16200,0.03422222222222222
16300,0.03417777777777778
16400,0.03515555555555556
16500,0.03568888888888889
16600,0.03493333333333333
16700,0.034355555555555556
16800,0.03404444444444445
16900,0.034666666666666665
17000,0.0352
17100,0.03431111111111111
17200,0.034666666666666665
17300,0.034888888888888886
17400,0.035555555555555556
17500,0.03462222222222222
17600,0.034133333333333335
17700,0.03484444444444444
17800,0.03373333333333333
17900,0.03395555555555556
18000,0.034355555555555556
18100,0.034444444444444444
18200,0.03408888888888889
18300,0.03471111111111111
18400,0.03573333333333333
18500,0.0364
18600,0.037422222222222225
18700,0.03671111111111111
18800,0.036444444444444446
18900,0.03635555555555556
19000,0.03582222222222222
19100,0.03471111111111111
19200,0.03493333333333333
19300,0.034133333333333335
19400,0.034666666666666665
19500,0.0332
19600,0.034133333333333335
19700,0.03311111111111111
19800,0.03248888888888889
19900,0.03284444444444445
20000,0.032
20100,0.03133333333333333
20200,0.030755555555555557
20300,0.03031111111111111
20400,0.030266666666666667
20500,0.030755555555555557
20600,0.03177777777777778
20700,0.03164444444444445
20800,0.031466666666666664
20900,0.0316
21000,0.03186666666666667
21100,0.03111111111111111
21200,0.03191111111111111
21300,0.03284444444444445
21400,0.0328
21500,0.032355555555555554
21600,0.03328888888888889
21700,0.033466666666666665
21800,0.03351111111111111
21900,0.033911111111111114
22000,0.034355555555555556
22100,0.03515555555555556
22200,0.035777777777777776
22300,0.03542222222222222
22400,0.0344
22500,0.03506666666666667
22600,0.033155555555555556
22700,0.03342222222222222
22800,0.032
22900,0.03333333333333333
23000,0.033022222222222224
23100,0.03328888888888889
23200,0.03351111111111111
23300,0.03395555555555556
23400,0.03395555555555556
23500,0.03386666666666667
23600,0.034355555555555556
23700,0.034
23800,0.033555555555555554
23900,0.03333333333333333
24000,0.032711111111111114
24100,0.03266666666666666
24200,0.031822222222222224
24300,0.031155555555555554
24400,0.03151111111111111
24500,0.030533333333333332
24600,0.030444444444444444
24700,0.030977777777777778
24800,0.03186666666666667
24900,0.032044444444444445
25000,0.032577777777777775
25100,0.032
25200,0.03155555555555556
25300,0.03248888888888889
25400,0.031733333333333336
25500,0.03151111111111111
25600,0.03151111111111111
25700,0.03222222222222222
25800,0.03088888888888889
25900,0.03128888888888889
26000,0.0324
26100,0.033688888888888886
26200,0.03342222222222222
26300,0.033244444444444445
26400,0.03395555555555556
26500,0.0352
26600,0.03453333333333333
26700,0.03791111111111111
26800,0.03688888888888889
26900,0.036
27000,0.03404444444444445
27100,0.03417777777777778
27200,0.0356
27300,0.03648888888888889
27400,0.036
27500,0.03573333333333333
27600,0.03497777777777778
27700,0.0356
27800,0.03457777777777778
27900,0.03528888888888889
28000,0.036088888888888886
28100,0.03631111111111111
28200,0.03737777777777778
28300,0.03835555555555555
28400,0.03702222222222222
28500,0.03582222222222222
28600,0.03542222222222222
28700,0.03453333333333333
28800,0.0356
28900,0.036755555555555555
29000,0.03724444444444444
29100,0.03626666666666667
29200,0.03777777777777778
29300,0.03777777777777778
29400,0.03711111111111111
29500,0.036444444444444446
29600,0.035866666666666665
29700,0.0356
29800,0.035244444444444446
29900,0.034666666666666665
30000,0.03333333333333333
30100,0.033911111111111114
30200,0.03475555555555555
30300,0.03311111111111111
30400,0.03408888888888889
30500,0.033911111111111114
30600,0.03342222222222222
30700,0.0348
30800,0.03408888888888889
30900,0.03542222222222222
31000,0.03475555555555555
