time,rho
0,0.49675555555555556
100,0.47524444444444447
200,0.44422222222222224
300,0.41071111111111114
400,0.3784888888888889
500,0.3456888888888889
600,0.3168
700,0.2888
800,0.26053333333333334
900,0.2391111111111111
1000,0.2192888888888889
1100,0.20444444444444446
1200,0.1892
1300,0.1779111111111111
1400,0.16684444444444443
1500,0.15746666666666667
1600,0.14933333333333335
1700,0.14395555555555556
1800,0.1355111111111111
1900,0.12986666666666666
2000,0.1236
2100,0.12026666666666666
2200,0.11684444444444445
2300,0.114
2400,0.11244444444444444
2500,0.11102222222222222
2600,0.10835555555555555
2700,0.10608888888888889
2800,0.10226666666666667
2900,0.10226666666666667
3000,0.1000888888888889
3100,0.09724444444444444
3200,0.09582222222222223
3300,0.09555555555555556
3400,0.09217777777777778
3500,0.08937777777777778
3600,0.08866666666666667
3700,0.08808888888888888
3800,0.08773333333333333
3900,0.08862222222222223
4000,0.09075555555555556
4100,0.09044444444444444
4200,0.0908888888888889
4300,0.08937777777777778
4400,0.08964444444444444
4500,0.08973333333333333
4600,0.08728888888888889
4700,0.08822222222222222
4800,0.08804444444444444
4900,0.08795555555555555
5000,0.0856
5100,0.0856
5200,0.08502222222222222
5300,0.08515555555555555
5400,0.08355555555555555
5500,0.08257777777777778
5600,0.08191111111111112
5700,0.0816
5800,0.08208888888888889
5900,0.08302222222222222
6000,0.08106666666666666
6100,0.07933333333333334
6200,0.07853333333333333
6300,0.0787111111111111
6400,0.07897777777777777
6500,0.078
6600,0.07693333333333334
6700,0.07711111111111112
6800,0.07448888888888888
6900,0.0743111111111111
7000,0.07462222222222223
7100,0.07631111111111111
7200,0.07444444444444444
7300,0.07404444444444444
7400,0.07235555555555556
7500,0.072
7600,0.07182222222222222
7700,0.0700888888888889
7800,0.06995555555555556
7900,0.06831111111111111
8000,0.06875555555555556
8100,0.07013333333333334
8200,0.0700888888888889
8300,0.07088888888888889
8400,0.07035555555555556
8500,0.07142222222222222
8600,0.07137777777777778
8700,0.0688
8800,0.06866666666666667
8900,0.06653333333333333
9000,0.06466666666666666
9100,0.06306666666666666
9200,0.06306666666666666
9300,0.06355555555555556
9400,0.06342222222222223
9500,0.06257777777777777
9600,0.06088888888888889
9700,0.06088888888888889
9800,0.06182222222222222
9900,0.06213333333333333
10000,0.06191111111111111
10100,0.061955555555555555
10200,0.0608
10300,0.061066666666666665
10400,0.06133333333333333
10500,0.060222222222222226
10600,0.059555555555555556
10700,0.05848888888888889
10800,0.06026666666666667
10900,0.06013333333333333
11000,0.06013333333333333
11100,0.0588
