time,rho
0,0.4527
100,0.4038
200,0.3598
300,0.3162
400,0.2821
500,0.2517
600,0.2225
700,0.1972
800,0.1777
900,0.1625
1000,0.1493
1100,0.1397
1200,0.1285
1300,0.119
1400,0.1111
1500,0.1048
1600,0.0984
1700,0.0939
1800,0.0909
1900,0.0867
2000,0.0866
2100,0.0844
2200,0.0849
2300,0.0889
2400,0.0855
2500,0.0825
2600,0.0843
2700,0.0826
2800,0.0807
2900,0.0817
3000,0.0802
3100,0.0776
3200,0.0756
3300,0.0733
3400,0.0721
3500,0.0712
3600,0.0724
3700,0.0706
3800,0.0711
3900,0.0709
4000,0.0706
4100,0.0725
4200,0.0721
4300,0.07
4400,0.0693
4500,0.0689
4600,0.0691
4700,0.0693
4800,0.0675
4900,0.0661
5000,0.0672
5100,0.0648
5200,0.0624
5300,0.0575
5400,0.0535
5500,0.0519
5600,0.0552
5700,0.0571
5800,0.0555
5900,0.0544
6000,0.0572
6100,0.0559
6200,0.0546
6300,0.0595
6400,0.0567
6500,0.057
6600,0.0552
6700,0.0586
6800,0.058
6900,0.0602
7000,0.0609
7100,0.0612
7200,0.061
7300,0.0611
7400,0.0624
7500,0.0604
7600,0.0616
7700,0.0619
7800,0.0632
7900,0.0643
8000,0.0639
8100,0.0629
8200,0.0639
8300,0.064
8400,0.0651
8500,0.0629
8600,0.0624
8700,0.0611
8800,0.0574
8900,0.0607
9000,0.0598
9100,0.0581
9200,0.058
9300,0.0583
9400,0.0581
9500,0.0579
9600,0.0584
9700,0.0597
9800,0.0589
9900,0.056
10000,0.0552
10100,0.0574
10200,0.0578
10300,0.0566
10400,0.0601
10500,0.0613
10600,0.0608
10700,0.06
10800,0.058
10900,0.0575
11000,0.0551
11100,0.0547
11200,0.0549
11300,0.0564
11400,0.0565
11500,0.0553
11600,0.0577
11700,0.0577
11800,0.0606
11900,0.0599
12000,0.0548
12100,0.0533
12200,0.054
12300,0.0573
12400,0.0564
12500,0.0544
12600,0.0535
12700,0.0529
12800,0.0551
12900,0.0559
13000,0.0578
13100,0.0601
13200,0.0592
13300,0.0587
13400,0.0561
13500,0.0549
13600,0.0526
